machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,failure_binary,failure_type,sensor_aux_001,sensor_aux_002,sensor_aux_003,sensor_aux_004,sensor_aux_005,sensor_aux_006,sensor_aux_007,sensor_aux_008,sensor_aux_009,sensor_aux_010,sensor_aux_011,sensor_aux_012,sensor_aux_013,sensor_aux_014,sensor_aux_015,sensor_aux_016,sensor_aux_017,sensor_aux_018,sensor_aux_019,sensor_aux_020,sensor_aux_021,sensor_aux_022,sensor_aux_023,sensor_aux_024,sensor_aux_025,sensor_aux_026,sensor_aux_027,sensor_aux_028,sensor_aux_029,sensor_aux_030,sensor_aux_031,sensor_aux_032,sensor_aux_033,sensor_aux_034,sensor_aux_035,sensor_aux_036,sensor_aux_037,sensor_aux_038,sensor_aux_039,sensor_aux_040,sensor_aux_041,sensor_aux_042,sensor_aux_043,sensor_aux_044,sensor_aux_045,sensor_aux_046,sensor_aux_047,sensor_aux_048,sensor_aux_049,sensor_aux_050,sensor_aux_051,sensor_aux_052,sensor_aux_053,sensor_aux_054,sensor_aux_055,sensor_aux_056,sensor_aux_057,sensor_aux_058,sensor_aux_059,sensor_aux_060,sensor_aux_061,sensor_aux_062,sensor_aux_063,sensor_aux_064,sensor_aux_065,sensor_aux_066,sensor_aux_067,sensor_aux_068,sensor_aux_069,sensor_aux_070,sensor_aux_071,sensor_aux_072,sensor_aux_073,sensor_aux_074,sensor_aux_075,sensor_aux_076,sensor_aux_077,sensor_aux_078,sensor_aux_079,sensor_aux_080,sensor_aux_081,sensor_aux_082,sensor_aux_083,sensor_aux_084,sensor_aux_085,sensor_aux_086,sensor_aux_087,sensor_aux_088,sensor_aux_089,sensor_aux_090,sensor_aux_091,sensor_aux_092,sensor_aux_093,sensor_aux_094,sensor_aux_095,sensor_aux_096,sensor_aux_097,sensor_aux_098,sensor_aux_099,sensor_aux_100,sensor_aux_101,sensor_aux_102
MCH-086,L,298.04,306.74,1370,44.45,166,0,no_failure,41.215,57.855,48.122,49.833,43.687,55.942,62.198,62.939,59.428,84.838,62.333,69.147,72.268,53.107,40.247,45.382,63.96,46.805,46.284,61.837,60.877,60.579,48.655,88.306,65.203,59.106,53.168,50.948,68.788,53.507,75.611,61.679,96.536,71.01,52.886,48.542,55.925,63.236,64.454,64.332,52.292,71.862,61.133,52.948,60.577,68.124,65.367,79.038,52.783,58.684,39.216,56.302,48.614,49.232,57.324,61.02,71.753,52.881,63.442,67.485,60.421,45.058,57.833,33.677,61.231,54.864,65.475,37.044,55.838,64.589,79.628,52.401,52.849,55.735,53.867,47.636,71.91,52.603,52.074,54.652,45.942,61.178,51.181,70.439,64.04,46.978,45.628,48.339,52.341,41.963,71.251,64.432,59.474,51.651,69.993,65.084,50.22,65.34,68.369,73.63,66.1,48.9
MCH-087,M,297.71,305.54,1571,31.27,75,0,no_failure,50.831,51.374,69.748,54.82,48.629,42.38,56.543,52.904,50.309,48.28,75.029,48.37,73.197,80.267,67.453,70.693,46.542,43.362,49.896,41.942,56.188,63.91,45.851,67.062,60.66,61.627,53.413,58.895,84.803,53.787,69.742,65.102,82.126,52.772,57.954,34.179,62.832,82.388,48.548,44.191,51.502,60.814,50.342,37.554,63.63,81.114,60.355,56.84,64.142,71.91,49.355,46.028,77.109,42.91,39.239,69.001,62.542,43.411,57.072,63.524,47.05,57.265,70.214,64.608,65.783,65.521,43.721,50.929,65.693,33.561,38.393,42.443,41.801,73.953,61.333,56.303,47.288,67.586,49.192,59.231,65.049,71.686,68.212,70.249,56.818,38.679,49.887,42.21,53.105,41.471,59.208,67.259,67.902,56.332,44.444,48.654,65.437,77.405,73.456,72.09,69.454,44.732
MCH-088,L,297.27,306.96,1619,33.17,97,0,no_failure,39.674,42.892,45.455,46.588,63.345,62.89,57.634,63.946,55.318,63.923,75.954,64.541,71.829,77.04,61.273,73.148,54.596,56.788,29.821,44.768,60.276,59.053,43.374,65.426,53.323,46.816,49.96,53.627,67.12,59.59,66.234,55.01,64.884,51.715,46.583,63.13,46.71,44.369,64.607,60.648,64.005,73.485,43.701,39.17,55.336,54.883,58.01,35.89,42.403,62.526,52.208,54.17,40.703,27.358,68.318,61.553,71.492,58.383,67.8,65.024,57.657,55.521,55.441,54.214,59.717,55.075,62.05,47.134,56.274,45.436,63.644,63.911,42.09,91.053,69.209,55.828,43.292,64.463,68.754,58.688,63.794,60.741,61.102,59.635,42.475,53.144,41.459,52.122,77.364,53.88,52.149,41.052,67.918,58.735,52.27,57.277,53.458,54.465,84.17,77.086,61.934,55.849
MCH-089,L,300.17,310,1666,38.27,103,0,no_failure,51.758,51.155,51.892,43.894,61.486,53.338,63.528,50.977,48.82,54.646,63.843,58.164,63.802,64.794,64.124,67.385,62.21,46.957,68.317,53.011,47.653,50.968,71.516,61.615,45.243,66.77,54.835,76.493,54.068,61.665,60.742,82.327,61.164,34.955,59.855,51.545,50.226,69.973,72.142,58.494,72.154,67.044,55.398,74.95,60.105,61.221,55.973,69.842,77.886,76.063,67.606,42.499,54.577,34.706,42.267,65.446,56.931,63.05,62.316,41.648,58.784,57.162,76.304,51.139,56.063,61.576,54.085,43.017,48.819,42.185,49.413,40.808,63.954,54.43,77.931,54.84,35.26,59.431,51.653,61.612,76.196,68.325,55.808,67.683,50.42,43.146,52.26,47.492,59.472,49.866,48.17,50.167,71.786,56.531,50.55,63.798,62.688,70.798,61.535,52.394,58.942,58.501
MCH-090,L,297.87,307.9,1653,32.83,123,0,no_failure,51.993,50.485,45.221,38.422,47.21,56.308,44.128,72.732,64.458,56.778,61.256,53.312,47.639,66.717,72.622,75.377,60.708,32.49,66.181,52.013,67.213,54.807,33.358,47.287,53.784,58.285,85.435,68.694,70.12,62.983,78.125,60.921,63.636,58.057,47.294,48.814,39.345,52.208,75.371,67.598,59.443,47.246,54.958,57.635,64.803,63.246,56.633,54.013,61.82,75.12,39.224,49.086,65.71,57.293,43.842,34.569,42.666,58.623,65.347,57.554,51.059,70.678,62.357,42.767,62.204,58.39,69.098,36.017,51.159,51.361,41.421,58.314,70.787,47.218,60.562,61.88,46.488,51.688,43.607,80.792,74.121,81.605,51.236,63.196,31.573,46.058,47.679,38.584,67.333,63.322,54.976,40.515,28.078,86.061,56.24,72.428,60.761,56.383,42.526,69.831,56.596,60.263
MCH-091,L,296.74,307.07,1342,39.16,50,0,no_failure,56.83,56.661,33.397,60.634,38.63,42.418,51.752,63.936,66.714,53.08,51.205,73.375,74.034,56.685,67.979,62.941,34.004,60.787,61.495,50.23,55.41,59.52,39.143,60.218,66.149,74.079,42.204,53.481,59.306,62.966,71.863,68.267,69.573,56.842,56.776,70.258,39.657,50.343,53.748,44.867,47.744,62.11,40.286,54.586,62.722,50.391,54.598,62.163,54.687,67.272,51.573,61.091,54.712,47.527,58.126,42.181,71.868,48.592,67.688,54.102,49.328,57.185,64.62,68.65,75.011,92.303,72.426,42.139,42.432,72.236,36.354,66.455,47.589,56.708,58.311,61.693,56.62,39.542,89.267,55.824,43.799,61.346,74.768,64.397,39.363,64.057,49.882,71.073,57.731,52.585,58.909,55.922,87.399,63.824,57.328,61.792,53.366,48.561,60.997,50.046,76.425,57.761
MCH-092,L,296.34,307.43,1554,31.89,103,0,no_failure,61.154,58.127,38.939,46.646,59.12,42.583,57.052,71.87,56.448,52.496,59.5,56.028,51.474,57.872,72.348,70.63,57.127,50.134,47.223,53.699,58.652,40.791,73.483,63.718,48.267,40.319,58.896,72.574,66.62,53.415,50.743,64.624,62.511,57.68,44.824,53.703,49.644,66.98,43.102,59.208,47.836,64.868,63.386,69.144,62.06,54.019,68.106,45.09,85.064,61.477,43.413,45.148,42.742,48.104,49.825,65.465,68.867,69.249,25.468,48.772,67.334,68.444,50.327,46.629,80.814,54.263,59.97,36.832,55.938,53.486,32.436,34.057,60.45,50.204,60.109,60.476,42.288,52.206,60.707,61.782,64.305,63.535,52.402,59.142,57.235,54.202,65.193,61.637,54.341,62.667,53.154,54.105,63.519,55.319,64.001,67.564,47.365,76.673,76.165,66.007,65.13,63.466
MCH-093,L,296.49,306.83,1454,18.57,129,1,power_failure,61.813,39.073,63.705,64.202,55.61,56.979,60.358,60.417,38.632,81.844,66.457,77.397,65.241,77.239,76.751,57.8,56.901,53.428,73.758,58.789,51.116,76.52,57.411,69.218,61.613,71.359,58.64,44.234,61.316,70.886,71.897,63.644,73.785,54.881,65.385,79.467,65.992,65.624,72.498,61.166,62.151,73.313,64.549,69.539,68.139,81.6,78.342,78.417,45.859,69.222,34.465,63.327,73.644,42.405,63.046,52.419,66.154,74.552,50.039,67.513,58.549,58.229,68.933,63.833,66.473,58.447,63.313,57.914,54.65,65.238,64.707,33.372,61.577,72.427,70.687,68.313,49.268,62.368,54.342,53.269,74.476,77.126,52.716,55.204,58.678,61.174,45.793,57.661,44.178,62.948,50.326,50.006,56.354,59.907,83.253,78.446,51.033,80.603,77.928,64.169,85.825,59.385
MCH-094,L,300.19,309.91,1433,44.56,106,0,no_failure,46.244,47.954,52.141,46.181,67.984,72.946,76.352,59.645,60.335,60.294,58.897,55.897,61.223,76.381,55.153,83.955,51.092,50.557,65.015,55.489,51.985,67.338,55.775,50.288,55.92,62.007,67.147,80.894,66.047,50.572,69.639,69.001,97.044,64.216,63.451,47.876,57.667,47.347,37.176,48.252,45.897,49.507,49.503,84.34,64.146,52.227,62.977,54.43,67.399,66.305,40.576,51.378,46.608,59.419,53.923,48.213,67.991,35.567,43.602,58.862,44.82,50.486,74.413,69.516,72.871,52.399,49.01,52.256,45.535,37.264,57.687,54.018,48.569,73.615,53.952,45.412,65.589,52.073,55.267,47.52,74.141,70.041,76.146,53.492,78.319,63.236,56.326,56.678,59.901,58.171,48.48,63.859,43.976,67.711,46.218,58.733,49.7,60.977,64.996,52.786,48.774,49.518
MCH-095,L,296.34,306.19,1392,33.75,143,0,no_failure,60.147,58.964,57.274,49.637,54.03,51.486,60.723,70.958,41.376,68.795,78.45,58.898,67.888,50.2,52.617,66.711,52.666,53.872,36.624,47.278,53.828,34.721,79.948,50.918,48.32,40.87,57.889,62.599,60.55,66.94,76.926,58.685,58.166,50.356,72.118,38.706,43.298,30.608,18.781,44.457,49.716,53.041,45.715,65.226,62.666,61.75,78.256,69.984,93.998,73.549,51.388,56.83,56.749,69.434,48.024,37.675,50.773,56.419,58.526,42.746,64.823,69.025,53.03,86.575,91.023,46.393,59.343,58.025,58.345,59.913,61.015,51.686,52.403,55.789,58.578,48.484,58.29,58.46,68.29,55.309,72.828,77.64,73.439,58.384,60.599,53.434,63.013,57.965,61.692,63.773,47.971,63.028,65.856,37.32,52.254,66.152,62.228,75.553,64.218,86.639,87.545,32.582
MCH-096,L,300.12,309.87,1403,46.98,126,0,no_failure,64.032,50.218,40.37,64.992,54.011,63.935,46.707,63.663,54.478,61.998,69.872,62.087,70.685,56.024,64.492,53.982,66.329,36.082,51.388,57.609,48.538,62.748,87.62,59.636,63.284,46.202,61.275,46.382,53.089,52.408,69.373,65.834,81.059,44.895,48.844,45.92,79.359,63.717,32.418,47.934,61.308,70.314,65.789,52.775,75.758,56.849,60.98,68.31,94.812,73.864,61.259,45.218,18.425,31.72,53.599,52.358,59.879,46.424,42.488,64.675,37.532,57.448,52.289,44.862,63.98,52.15,54.457,59.303,63.959,63.539,71.426,48.771,71.117,59.2,65.878,64.5,74.165,63.979,41.477,72.405,67.961,74.726,57.891,68.897,50.457,38.486,56.36,53.411,63.807,54.04,60.173,65.237,36.017,64.358,68.79,51.781,68.644,70.794,67.236,60.643,59.53,61.252
MCH-097,L,301.68,312.49,2938,6.34,172,1,power_failure,46.766,49.783,51.997,63.627,53.606,66.8,62.675,63.301,50.732,63.028,62.476,77.087,73.573,83.942,69.873,72.452,66.072,39.817,69.245,57.423,68.693,41.462,61.695,33.474,74.164,60.649,61.192,90.236,51.186,79.087,73.131,59.564,43.075,45.277,49.769,47.677,64.124,66.683,54.61,73.929,59.71,56.771,81.609,67.066,71.576,68.274,65.536,79.159,65.924,76.064,58.104,70.145,70.973,73.584,64.549,69.161,61.305,79.284,52.02,57.654,38.312,62.742,62.229,82.5,49.799,79.609,80.648,42.886,69.98,51.63,60.221,84.311,51.374,74.4,57.153,55.769,64.793,75.935,70.084,61.078,57.513,74.115,72.2,67.075,50.327,63.128,57.335,45.181,52.386,47.895,75.644,70.058,60.974,69.861,66.671,71.367,69.154,81.863,71.298,63.116,64.366,51.568
MCH-098,L,298.02,308.89,1531,45.29,149,0,no_failure,42.665,40.001,41.316,40.337,65.764,73.067,66.063,67.28,63.309,56.453,52.764,56.349,39.874,50.555,52.206,66.32,49.065,40.041,47.078,57.682,44.797,47.411,68.215,55.699,47.648,54.538,56.023,44.441,51.207,48.415,58.865,67.24,54.54,40.486,63.077,46.989,54.95,48.702,42.647,54.585,33.416,35.016,56.12,68.124,46.528,46.562,61.991,47.98,54.158,59.479,49.983,50.91,47.377,52.676,52.493,56.619,60.247,35.639,68.277,58.494,54.284,65.961,74.205,75.676,55.881,62.805,69.497,47.864,52,53.466,54.339,58.911,56.144,47.847,58.157,74.991,66.494,60.482,64.537,51.716,79.719,55.599,44.356,62.868,52.535,56.664,35.849,27.864,44.126,68.74,58.781,59.273,44.387,64.044,62.951,55.345,60.809,80.61,62.435,66.779,48.761,47.259
MCH-099,M,300.08,310.67,1722,39.81,147,0,no_failure,48.054,49.288,36.2,61.378,54.638,54.646,64.479,57.115,71.435,62.237,59.389,56.783,77.625,90.304,66.115,72.072,33.934,58.886,66.65,54.518,43.93,67.796,44.779,62.713,53.368,55.763,63.218,60.926,60.717,59.641,58.679,79.951,74.407,44.254,54.631,47.791,50.327,53.895,57.911,51.738,44.643,67.071,68.156,73.363,57.492,80.344,72.08,63.229,67.321,50.939,38.77,45.251,44.932,46.931,47.34,36.261,44.78,50.673,64.469,48.963,59.047,47.254,76.964,59.861,62.547,62.37,58.599,48.472,63.902,56.173,43.811,56.704,61.939,53.358,58.403,47.459,57.11,61.012,52.094,67.022,66.043,73.604,73.986,76.587,46.159,68.352,53.225,54.988,73.969,64.673,55.515,72.709,57.535,60.973,44.882,61.227,67.136,66.189,51.315,65.866,66.618,53.737
MCH-100,L,301.68,310.39,1506,39.85,104,0,no_failure,77.344,40.042,64.19,41.312,55.903,54.954,61.001,47.222,68.013,64.382,59.757,52.821,80.076,50.422,75.08,38.509,55.607,79.017,57.665,44.248,57.538,49.068,47.173,64.077,57.23,61.727,63.95,78.351,41.955,63.23,64.043,86.536,57.011,42.726,67.844,66.515,70.916,50.936,47.584,57.709,58.58,60.348,54.854,72.582,59.991,78.729,64.66,73.037,72.473,67.383,53.391,61.773,40.908,48.839,35.1,46.796,47.614,48.262,54.312,55.25,67.847,65.636,49.985,65.144,44.826,62.532,60.453,50.87,53.604,55.899,61.854,59.666,61.049,54.462,47.491,53.596,64.35,57.275,63.343,54.384,49.932,60.078,49.906,68.621,51.811,48.829,47.784,63.593,64.313,64.142,55.621,59.552,77.549,66.822,60.534,51.102,65.898,66.177,86.296,61.405,53.315,53.335
MCH-101,H,296.41,307.7,1682,36.42,173,0,no_failure,32.136,53.279,58.385,57.135,50.89,40.148,50.232,45.221,42.072,59.129,49.345,71.366,70.542,57.965,55.765,62.229,58.021,57.129,43.59,57.386,54.815,49.823,63.304,56.889,52.813,43.163,53.643,52.994,56.971,72.192,70.136,67.518,70.923,57.048,47.85,45.949,46.087,50.394,31.839,59.065,54.451,60.824,45.569,62.073,49.596,71.577,52.821,69.225,68.193,51.787,54.334,46.016,67.705,28.975,57.358,45.588,53.096,60.855,55.075,61.265,66.935,76.961,75.519,61.64,48.24,59.2,54.742,41.468,44.706,50.758,58.571,54.705,63.18,74.887,54.706,72.439,56.921,63.456,65.488,56.401,43.196,79.743,66.901,73.939,58.101,58.121,45.08,59.287,37.473,43.854,53.363,66.637,53.458,67.259,56.367,67.111,52.293,66.364,58.533,65.404,66.512,34.907
MCH-102,L,298.31,308.37,1373,37.86,147,0,no_failure,50.713,72.67,58.829,59.67,70.016,47.146,51.622,62.865,77.72,58.743,66.875,52.685,54.663,65.175,61.672,75.774,60.504,41.802,62.05,57.42,65.597,62.952,36.386,53.664,53.141,59.477,66.027,61.153,52.26,64.713,76.014,66.298,57.098,50.855,66.747,45.655,47.03,54.085,56.925,61.876,65.031,57.307,76.607,54.401,50.497,62.833,74.289,58.723,74.463,58.417,41.778,34.835,53.771,56.912,49.988,58.304,57.656,46.755,55.387,56.897,53.971,75.739,71.038,29.543,58.084,75.567,66.204,34.975,58.446,52.283,51.808,56.077,62.249,70.879,63.74,64.604,52.46,67.134,62.433,75.21,51.651,65.538,61.456,68.921,57.984,51.571,55.254,30.357,63.782,57.874,56.695,65.08,65.191,61.512,54.555,53.255,42.844,57.285,90.932,66.947,72.12,47.959
MCH-103,M,303.54,313.04,1607,45.07,48,0,no_failure,38.898,44.935,59.785,63.632,58.541,46.21,49.274,46.838,51.303,66.765,50.016,59.498,67.119,67.295,59.073,55.512,64.376,40.773,43.454,45.203,52.802,55.977,53.843,56.548,54.31,64.692,76.55,60.89,71.809,70.513,59.899,59.739,74.914,45.506,57.789,48.149,44.709,43.623,36.285,52.36,51.219,58.65,39.587,63.237,59.568,67.396,51.456,66.089,44.385,72.376,50.834,58.829,64.785,70.313,49.709,59.4,57.664,51.68,26.801,66.12,65.734,48.959,56.274,49.99,59.813,80.783,54.23,42.762,50.868,49.639,46.847,59.417,64.711,74.203,51.832,64.323,57.585,70.538,65.769,66.484,66.632,71.824,73.818,65.318,44.776,47.5,67.544,55.336,52.324,58.273,54.569,38.704,60.7,31.407,59.516,58.56,62.21,46.727,58.617,65.738,66.042,46.458
MCH-104,M,299.05,310.06,1476,45.36,16,0,no_failure,51.281,47.542,64.559,49.221,52.492,34.836,45.457,72.969,54.897,50.784,53.575,56.851,68.05,51.894,53.066,82.542,52.501,70.352,40.277,39.247,41.698,33.737,41.235,56.487,58.27,57.277,75.178,48.527,64.426,78.19,73.366,77.082,63.057,53.995,59.24,44.668,50.558,51.235,78.278,52.216,61.503,42.092,81.882,53.738,70.924,64.783,73.868,62.362,65.751,74.33,57.289,61.952,58.646,61.949,66.18,22.937,60.406,59.492,56.828,59.378,57.783,81.142,60.844,50.282,69.45,70.875,56.601,40.856,33.29,44.763,51.337,55.687,38.085,74.4,56.502,53.576,69.236,52.694,49.504,61.397,63.299,56.706,59.52,76.301,44.095,43.326,43.425,65.658,40.575,67.232,47.891,56.102,45.536,54.577,64.284,60.787,59.634,64.383,55.428,66.199,57.641,54.233
MCH-105,L,299.56,310.88,2968,6.87,178,1,power_failure,39.912,63.392,63.124,65.601,72.889,51.401,66.759,69.072,65.044,69.543,64.72,89.761,77.56,79.042,68.031,68.168,51.891,45.609,45.904,68.977,55.51,67.289,67.062,78.12,69.31,64.764,73.457,64.136,42.676,66.737,67.892,95.123,33.914,44.013,48.265,56.781,53.526,69.394,71.782,48.72,54.093,58.748,77.629,66.138,62.588,62.983,65.163,80.486,75.988,77.602,54.188,57.229,60.561,56.114,50.592,48.174,67.557,69.911,75.331,66.269,70.063,58.301,70.753,61.689,70.558,79.554,69.986,55.98,53.515,42.666,63.33,60.487,50.617,67.922,73.32,71.335,66.951,68.648,59.666,71.403,65.391,79.082,73.434,75.874,48.527,56.065,46.862,56.289,65.873,56.373,52.744,68.849,65.473,82.53,59.879,60.47,55.818,69.581,88.649,70.535,78.282,45.089
MCH-106,M,300.8,311.49,1687,42.38,96,0,no_failure,53.323,42.923,58.431,62.437,48.851,65.634,65.641,57.534,55.367,49.072,59.716,46.906,94.749,60.712,67.507,78.45,47.824,47.316,34.23,61.933,44.074,53.356,64.051,49.213,51.477,63.126,54,71.063,61.09,68.622,58.009,59.133,71.287,38.619,50.586,46.7,39.261,55.125,46.837,46.684,63.394,79.478,61.074,58.876,68.498,63.926,75.293,60.427,61.814,72.038,42.498,38.592,55.022,51.802,35.497,55.318,67.689,59.491,60.638,70.166,56.455,70.192,69.125,53.962,54.419,57.515,67.544,53.087,54.89,50.417,53.978,61.095,63.858,54.054,57.589,57.741,73.65,62.328,57.509,65.45,63.672,48.391,54.376,34.833,45.127,55.53,67.146,49.217,61.632,53.636,61.759,38.119,69.995,57.173,72.459,48.811,69.003,47.541,64.104,75.374,59.285,65.822
MCH-107,H,297.58,307.35,1490,45.64,99,0,no_failure,62.605,48.805,61.468,73.532,46.785,56.853,57.319,61.239,67.915,68.157,45.985,63.53,60.282,49.653,64.274,74.037,26.217,58.799,75.537,56.5,55.253,71.364,59.642,77.946,51.59,49.694,66.679,62.422,61.53,57.513,58.843,74.323,64.565,55.385,54.918,38.84,49.847,56.667,57.579,59.534,52.702,74.538,49.781,67.379,62.134,72.968,48.35,74.153,77.772,70.54,61.348,31.636,49.011,71.187,56.645,52.453,73.953,52.605,64.522,71.921,60.179,68.635,60.166,66.262,77.535,75.898,66.998,43.396,48.148,55.187,51.888,38.076,51.648,70.539,67.069,66.569,72.912,62.492,62.002,60.34,62.782,45.898,34.505,66.071,35.174,52.095,37.946,52.504,52.538,57.785,70.396,52.566,64.047,56.925,65.168,62.707,53.748,65.207,65.775,69.66,72.118,63.064
MCH-108,M,298.46,308.12,1459,35.97,204,0,no_failure,47.069,51.396,51.752,53.18,47.114,59.486,40.09,69.523,60.112,75.409,63.462,64.934,55.801,88.73,60.777,61.955,60.271,30.069,61.064,50.251,55.038,50.528,68.137,31.569,53.151,58.973,67.694,71.086,68.568,66.023,79.75,70.456,78.532,57.798,49.631,45.339,66.928,44.603,70.102,54.661,43.715,89.214,70.189,68.939,59.814,48.904,54.304,52.712,63.49,60.062,53.1,46.617,72.084,58.994,56.785,45.218,54.287,43.775,56.377,56.216,72.374,56.264,62.845,68.744,66.311,55.107,97.117,36.042,54.144,56.189,52.993,67.112,61.848,19.891,63.591,47.76,66.893,62.599,66.073,64.401,69.832,65.866,76.098,89.633,49.739,52.269,56.629,50.952,47.646,59.986,64.556,55.718,64.377,50.185,60.061,73.915,52.553,45.89,70.665,79.236,56.192,29.742
MCH-109,M,298.56,309.36,1352,36.69,134,0,no_failure,55.886,48.834,47.037,54.627,50.354,61.978,44.73,58.961,58.322,63.23,86.73,49.293,35.32,44.728,66.792,63.455,67.13,43.918,41.568,31.223,45.578,52.461,51.242,69.755,61.127,56.146,49.611,57.407,62.254,72.425,58.21,68.741,57.183,59.578,61.353,52.989,50.535,63.702,62.197,44.681,61.473,59.863,62.664,66.806,71.197,63.099,52.31,51.479,61.562,62.008,55.227,35.196,55.369,57.949,58.927,57.351,73.808,41.884,66.886,52.856,49.047,70.819,51.423,67.134,66.692,61.458,61.691,45.422,33.354,71.927,57.332,49.179,50.522,36.044,59.194,65.591,60.451,67.524,70.494,46.164,66.615,75.15,59.327,70.305,46.504,37.426,54.772,45.164,39.364,46.206,41.372,54.254,38.493,59.731,46.643,56.107,39.477,50.012,69.364,65.767,91.353,57.074
MCH-110,L,303.33,313.3,1627,49.51,1,0,no_failure,50.566,42.43,58.459,39.086,61.408,61.307,64.569,54.696,67.995,61.026,60.05,42.733,52.632,80.539,63.153,57.268,49.623,37.772,38.797,60.531,55.323,60.629,59.973,55.192,52.965,58.987,55.765,82.016,65.664,61.318,48.14,77.662,77.965,55.485,45.576,59.677,41.383,59.718,71.017,38.825,59.396,57.331,73.814,44.463,61.736,66.88,53.084,64.649,66.224,79.165,57.168,34.232,51.216,49.483,52.03,56.908,39.531,60.39,65.835,48.337,51.573,69.46,63.745,49.744,87.599,68.403,62.562,45.164,53.517,50.446,43.503,56.446,66.346,59.138,67.403,71.519,77.147,64.758,49.929,69.304,69.432,79.429,77.272,61.864,47.609,39.584,64.405,41.684,54.917,50.705,48.018,50.952,51.498,50.446,53.449,71.014,52.972,73.159,68.822,59.391,61.387,47.87
MCH-111,M,299.73,309.16,1530,30.96,77,0,no_failure,45.956,55.835,28.966,61.297,52.631,38.878,77.37,51.951,26.691,51.362,52.286,65.755,62.027,73.47,60.642,81.114,56.751,62.693,55.62,49.19,60.526,64.38,56.086,28.049,43.2,62.359,61.634,58.245,61.963,66.398,51.888,73.738,67.38,82.316,50.454,62.447,59.494,60.321,33.693,55.342,58.356,62.316,49.895,49.544,71.252,64.869,67.959,74.33,56.743,73.367,41.96,61.884,56.228,33.644,60.736,59.375,50.207,64.215,48.99,58.796,61.147,71.32,58.558,66.952,74.569,72.406,84.264,73.006,37.865,68.463,50.134,54.091,51.504,48.946,57.248,44.188,77.126,51.049,63.968,61.115,52.214,40.799,45.888,72.047,49.617,56.198,57.653,58.979,66.678,51.008,57.528,52.888,51.725,66.817,78.396,54.829,41.189,58.602,57.872,68.474,55.884,40.507
